#OTUID	taxonomy	confidence
88142058d27fa7d91c4bd9fd9133beee	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
881f302b2a218d4730c1ff8b0e929f05	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8825afbe2e9ac1fb35d6d60d4cff2fe7	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera	0.55
882a9607f4472deb47e313d93b771284	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
88316bd8de79dca904c87699fc74c7b4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8836bf70596eed995390ecda2e6f64be	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
8845eb71c471426eaade3205f7a0e1cc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
88510492f195407f46602c4cbadd730c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
887ec14b345573016ffdcf5f305f2f52	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
88801afd6b2f23bac162fa67268f1668	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
888290d5c7bcf6b5f86c3803f49ed8f8	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
88936ac599d8e0f34b8c0cf2ef63a456	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
88a7da062c5b3b3d639832c219165b2b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
88b81f188f2261cb476eabdd1103d77f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
88c54d4f1abfceb46ee0ed72e872a125	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.6
88ccaa5fd35526a73f3efe401c923e24	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
88da55b99720fc9c9f235a8bcf75d21e	k__Metazoa;p__Arthropoda;c__Insecta	0.85
88f15207cbc04c8ebd1ac69faaf6e784	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
890a3a15f64e34efbdc0925c2d00a5c7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
89113fd66649e1e82cf864f9a7e0f781	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
893413c107b44012501dbd4463bbf3ce	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
89556bff78ff2a29d05446317cdeba2d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
8957170506ea6053e8e4dd41428f1a41	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8957acb370b50f40986f488c06618935	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8973341f80ee2a95accbc3fa02dad523	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
8974a032031a8007b21ba5aeae4da633	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8996b23fcc7a914cb8b76f4bf045e280	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.65
89ae1af4b4693e139bcec84037f26551	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
89ba5489b783d16a9eaf1e98d62af662	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
89c4b1ac9371e551e038ab1cff3b2789	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
89c69984a12fc1bda0d8a68bc3ae51fc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
89cd987fe89ef764a56acd96dbf1c438	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
89de1b5dd1b679743a471869dc264c9d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
89eaaa75121f4c320d4cdda41e1c815a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
89ee83cfe2e9a8268832416877015ce1	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
89f852b60d0885f5ed17ce81f386a71a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8a16f664e2063e3fbdcf836244474d6b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8a3e13f1a0096ed72bb1ef823cc39a08	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
8a5462a155c790acde9c2f59da22e1ed	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8a6022eed5c26115a32d6fa17fa63eed	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
8a60ec11c35c09bd06c7ab1f29d116ab	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8a63d04012fce6312613e27f35965612	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8a6b0b3e0c48905f64612877ea3c4e5f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8a72b178901b0c458c4eb2f6495a0b8a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
8a742e9f5a815efe896e8895ef3fbd3a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8a7433bdc7565520be8edaa11acf63ce	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8a7569968ea0ff92ac284046d33a386f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8a780b7fc2bdd0112915a2168dfdeb46	k__Metazoa;p__Arthropoda;c__Insecta	0.9
8a8c8d769b53df227ae23793da736e22	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
8aa96c79707aeed823f261d91950b09f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8ab4d8faaab8f8c756ed2425d3c8b5a4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8abd042faacde72ddaef195e98e57277	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8abd53f1bdc0a4f68cacc3179879b398	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8ad4c002cf4c727a3396551d85d62b66	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8af010148158227c7f835273458f50f5	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8b0d329e6dcb1ca8fa99202d4032668d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8b422fb586f22f1c593fc47266cb08ea	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
8b56bf778724db3a870b2c1dd908ae41	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8b5cfc97e5230a9442bcca257a31be1d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8b641b3b4ba3b30b88797b3aaf23e1c5	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera	0.75
8b75ddb0c7a0cc0ded959de27d4b956b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8b7b47aa7cba434cb9c8077798c852d7	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8b7d72d8ff716e449cc233042d97d1bf	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8b849b7264ba3d3b3ff538899d6bee29	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
8b8821501947385e1674d7ef0176fb31	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio	0.55
8bca87cbed773d5f67bd4f0679b3f9a0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8bcc21d924af3cc8cc82f3d6726f16fc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8befe37ae3b735854c2730c0530e1464	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8bfe470662b956586dd5299cef4d5f0a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8c107272aef6b26be384d00cd5782bdc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8c1ea86eddaff57ca568fd9231fd0621	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8c2a02d7d0607909d89ea64630c6fae8	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8c3a37383c39c37ffe274f02f709fed3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8c506d5cf8fbdf1e4f694807c6f2002f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8c562f93318f58c8fed5d99bc34f8df7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8c619b28af139292cce3761ffd08b380	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8c6fd5dff2673c855bae2d37b5379c44	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8c764a53431d0c3ae9af2e5adc45218c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8c98ed2d60f57afe4973d9a9762fb498	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8ca2e98063c8711107aebd2492631484	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
8ca71e4a7e800b4fc125063ed6fd94f4	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8cad1bcdbab0993e18d8c9fd3793b191	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8cbc8ec88af12f4f2ccce02a6429b8ca	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8cc11e5fbbde5358b460f01f07e1bbb6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8ccb5f3c7cf5bc1128f1b80c7374de6f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8ccfc2fe9639c09bcec3202da9df7fc4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8cddde3456e6cad78db3fbfb7ad9f343	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8ce8d0ab3877d5346e3b1ef769cc92dc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio	0.6
8d0dd4518f914587004d136b0bd29834	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8d1196ae88e758aacd580e5a4c3d6a55	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8d21e9ee5fde9b3c5c5b136a07527902	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8d2e32732cc99987efe05cfc9c61ce08	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8d2fa3b5475e7646cdb7cc1b9a75d824	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
8d37a6d5bad50d74c69ad3263384204d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8d5029c13fd5f5649347421e4f7816cd	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.85
8d5d47628f4343d0de60e9c29040a6e3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8d7bb6fa79a59e9abefbd99f81c88981	k__Metazoa;p__Arthropoda;c__Insecta	0.9
8d7c16222f4e801084a98c9488e12e43	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8d827668d6b583384fe0434d6dc2bf99	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8d84fd6a74b6251d46062fdb955e0427	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8d91fbaf0e6e0999d753cbe3738cf59b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8d9aa526be2076cf7909c98fbaf700eb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8d9ae6593e3cfc8df766a854d6a485cd	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8db334c688edbdd9f231f8c716470112	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
8dbe67e3fb86d72781633f3f4d546745	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
8dc197b3e882990358fd16c42a5dad0e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8dd3684ca95e03e92a97b8825ea0736c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8dd91ea9346ff89cfaa0232023e2ebe5	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8dd99e575b1b027bd79d3a7ae9208d9c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8df60c3f794f95f58ca904330212a286	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8e09e59e81112ce2f633ef15746b1a79	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8e0a138405e35e7db5a9b951e4844873	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8e1713e329854ed92a2994867ed0accf	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8e1b59314e5983bb05f7b1f96787f832	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8e1e13125d3a0175ba11a531f0ee13b0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
8e47e67d5049f58af0e7d895a8651cc3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.6
8e556496195370849ba95e91ff7152b6	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8e77709f6ad733ace35a83baeeaf6b98	k__Metazoa;p__Arthropoda;c__Insecta	0.95
8e778edd69822f129c910e7d891828f8	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8e8fb4e07ecf1dac07bfeaecd6e45310	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8e9ffb0c041177690096b6f06e6bb7ac	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
8ea2a7a35f8ad47e277a23fdb921608c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8eb6d28f940f32d6aab7ab6389434134	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8ebebae03a2e8c9c51cff7b2cd42ff2c	k__Metazoa;p__Arthropoda;c__Insecta	0.85
8ec17aa0ec058b8526df1e014335a61d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.611
8ecca00dfa246a35d6239989417a6d82	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8ed9046a5112a6a98e6ee600e30cd6ba	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
8edd7d3fb854084739ebd9b3a1f7d567	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8ee0a074581f55ee3f9486e3f43958e1	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8eebd26a947aa240dc30e8f5fa76acc9	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8ef7d0763d983a87997ded1edf9a4d6f	k__Metazoa;p__Arthropoda;c__Insecta	1.0
8f03d6bf6bffa2018903146ebd399494	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8f0d62c9ad7572fd7c578075aca478ad	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
8f1bd6dbbb1f5a3079e031cf5e4a0aff	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
8f20be56cf29c128ded6cf99923d6d80	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
8f32450d9b06e6cd52ad4bfcafbacdd3	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera	0.75
8f50158e61e1ce33433c2bc487acaa49	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
8f5a7180e0f9fb0f3510a46bf947842b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8f7a5837258481d1fdd212f68936c688	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
8f9223f88f62f45c2e3fe56d9a6a5b31	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
8f95e158acbce8e99b716b718140704a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.65
8f99f94881dfab426e1069214ed734ce	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.583
8f9d2135a6498c85db5998115e522a12	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
9009c8b7029bac7a46aaa82e698b26af	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
901215d3891eb61f889851acdf98b0cc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
9020defdb0db2eab8707c231ffd6ff90	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae;g__Phengaris;s__nausithous	0.6
902298d7884c7485f8b0c344bfad5fd5	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
902417ad2e2ae2a90265f5ba8f43d115	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
903c04d16b797ded7d084e052c450f44	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
904fd1939d535627c0288658910c8497	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
905adb13027bd6eb1f974716ce3d5052	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
90647913746dbb0f1bfa8ba5b5320117	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
9078175bed32110f547d2c0a142644b6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.6
907eda02eddf9b73522381b652891b93	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
90ae46a0c45430c8213e36407e0af9e5	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
90e10cf247320ea9a16ffdfe864279d9	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
90ec026d0cc8709e8e7006e8a0f766f6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
910393e0573ba7de4ec47330f811e4f9	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
910eeb6cf61aabe8216c93a6710c33ff	k__Metazoa;p__Arthropoda;c__Insecta	1.0
911b65ae2c27aa6425f9fe9b1c48da46	k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera	0.55
9134e5c1514c5e05e2e7591fb7810697	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
913ced1332f6202bde55cc739ac65940	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
9144676ec338531eb1d311ee2a790f80	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
914e3abdcac14f2d4a99d354ec889252	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
917b25ef70c1abfff9c98f31195b3393	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
918205b8567b2af4a8f64428a01a05bc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
919459d0ac297b7ec0788204a555ee0b	k__Metazoa;p__Arthropoda;c__Insecta	1.0
91c6f028575eeacd43e96f632935a18e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
91d48c6489c31b1770035a32d3749af1	k__Metazoa;p__Arthropoda;c__Insecta	1.0
91e4d619f048590d12c46732ec8e471e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
920edb87f715a9ffde64d81c1b942722	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
921039f9378b5d2fdf39a473ff9caee0	k__Metazoa;p__Arthropoda;c__Insecta	0.95
921b111fe0ed82a16abeb329ea137ab2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
9224f32ef60a5c5436b4fc7ad1ea0700	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
923da90fb934ae66bc3ed03207215320	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
92427245d68ff1fcf10d7896b810129a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
9265584566fc0489cf47d8bdcc642c84	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera	0.6
926ea114cf974e954941021d8635a794	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera	0.8
92732a86dfea0a58e2c2c4b835c5b263	k__Metazoa;p__Arthropoda;c__Insecta	1.0
9286ea5111704777765908c53e096c0a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
92a05c4842689e03aad9b9f5de891fd7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
92afca482ba2073b98641ad4a2998150	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
92b942df2e66ad0a4ad2a3b2753fda67	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
92e9a49a583e4cf341642ed9ef90c7d9	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
92f4200951ae13968b63f6d977f911cd	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
92fa76eb6664f72f6e34e5c9f6395a38	k__Metazoa;p__Arthropoda;c__Insecta	1.0
931c0bc145651239913c0a74ae583ac2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
9326e228abd8de1d0e02da12b3ceb244	k__Metazoa;p__Arthropoda;c__Insecta	0.95
9335e97d77da3dd73e641573caaefcf6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.786
93537e26f6b2d7bf220cd9171c54276b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
935edd773f56a92ddff2c195d570bbcc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
9360178dddc6811a96693ba9e0b42562	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
9365689ef3d8b2ed6d19bcb6c5e19e71	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
937252bf4ba243a3ea5efb7a7223c061	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
93745c54977dd185cc81c4007089916d	k__Metazoa;p__Arthropoda;c__Insecta	0.85
9378fb1dc94ec80c77275882936cfb5f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
937a00a000283d5036c03fdbcf5de681	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
937f8f0c1bd82525cd186cb1ec78681a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
9398063ca848912f6fca8f7f86dd4df7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
939f0e2206fea04f0b9fc0f83f89572e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
93adf6e9ac9e74fcfbd4535d5144c3fb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
93b8c00a1c8c17230b45fe5762c14076	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
93bd48fb767694ee0ce4eabae2603ad2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
93c2cde3573c873c8a6e6b52e9c535bf	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
93c69e3f0c6a28e9124ee797e80123a1	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
9400134808eb0dbe69cdf78ebb29d8d6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
941ada4db88761ecf1b561e2a558c35c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
94206ae390f17e71fc0fbbdd9f376445	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
9420ed69288d5d83a9ac7075258bb58b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
9421b1394fb29a6f196c62e7304c3064	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
9427859fe3aed3d8b478331218cac63f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
943a17c0b8d76f3967010ad0295eccca	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
9461b6a3b771b84a6c3f11977b74220c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
948348609925496811d654d14afd5a46	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
94878abfc991132de353c486263de5eb	k__Metazoa;p__Arthropoda;c__Insecta	0.7
949b368e53d2fb953993c4b76d3feff6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
94b1a77a5a84a1bde8894fcb670640e6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
94b22c480bf9ccacc661c06f240f14dc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
94d5e8e95d60ef57bbaa639618a266f0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
94d9b063e3db45918e6f08252f8a2375	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
94d9dc8a78ea616882f851b71592a3bc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.636
94e92ecee23f3f3880ebe3581d272ba4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
94f57de0898f05a83126aef93f6405ec	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
953a8602f07462507a7d32759e08fcc6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
953c2fc7b87a2efb20ebf368db1c6455	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
953d26005ccbf64ad42ec3de3e14d3a2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
9547ea617a272edc4bdfb3e604929443	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
95489de3bb62a7522774675cf6fabc30	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
954b2de79d847f9ccf2fe4c4709ffaac	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
9550cf2d0378e9dcae891939961c4f3d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
9551db01e04bd46e6ef4da6c8cac020b	k__Metazoa;p__Arthropoda;c__Insecta	1.0
955290965f514bf8cf94b90d7dc3653e	k__Metazoa;p__Arthropoda;c__Insecta	1.0
95720855b71ac0ebdbc91b2d0720c08e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.688
957d0b13902665e42ee5ed9fcf514c22	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
