#OTUID	taxonomy	confidence
38142910733ad754f52569fbf49b2620	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.583
3814539482ed07f16c76a911e38f7246	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Calliphoridae;g__Calliphora;s__vicina	0.95
381e517b1cb4bddedd6cfed93f1451d7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
382f9c7835e0c8be05456861f8bc648f	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Tephritidae;g__Bactrocera;s__dorsalis	0.6
3835cc9f07050db1a6136b23965e6a9b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
38394023cbde91b3c3ac01798b00fe59	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
38398cbd9fbf2e2cb60031a1e8f4a90a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
383de51e74734bd0c2007de6e747a530	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
387560b174b06a468cfc1204a742fe3f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
38963c6261630bdba452596db34dca64	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
38a7825dd330dedf661184e8cd975a2e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
38bda17414b13d95065b3451ebfed3d2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
38d2ee84898d6ea8b3fadb06678dcf00	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
38d444d08deceddbc7eb7dc23551c880	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0.6
38d87ba2b6eb14363582a001f43ed4e8	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
38f15af4aff1f4fd648ceb198f61a1dc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
38f8f58039b27ceefd4350862ed69d6d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
390cf4d6020808bffb6c3f5dc9c01b87	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
39334dc78171de6a56e77ec364f89875	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
393a893f41e9207b8077e9d41170e7ae	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
39442f6a18bb1fb36c41b5ce5645e01e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3997473297f999a18ae6f8e072e032f7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
39c115e8fd9351df41e8243d5198c505	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio	0.55
39c1a5ca2244ecb8bdcad1f630e5f28a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
39c7ca5a45e321e63558a8ef32c466ba	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0.55
39d1dbf55c7ddd5f525b0a68a6a1f692	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
39d279f56ad138c29b9e79b5fb44f910	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
39d92f2a51341c1daca2fb830c645b35	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3a015203e81ab18781d3933e7d32e3a3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
3a059fb3c29eb94869685542d4d99619	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
3a122611fdcc325a97df6dd91f50b6dc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
3a1838cf223e3835ef5525584bc2a969	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
3a39ae39e25692d60e966520ef3c77eb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
3a472b7c821a04ff501bd426391e5249	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3a57c9bd63e055066744a1e94dee5f10	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3a623d19bfa5ca6453586e44851b59d2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
3a69f598c6652d64de643768d0bfbf1f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3a7ecae663c6c9320798684c915d2f49	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3a9de775c73334ed629ec15e9a2395cb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3aadf8c1cc12797c6f9cb7f34a043151	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
3ab4c1060aeda7eec1878138e311b8e3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
3ab6810b4be87cfa901e6712db7acca2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3ac45166673cd1ad34b59eee79a85f26	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0.6
3ac658d80fb6674e15afe93ee2c5c729	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae;g__Phengaris;s__nausithous	0.55
3ad2ddef9f25556ddfb359a488bb1687	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3ad9fdb1a58b0782a2a15bdb40776325	k__Metazoa;p__Arthropoda	1.0
3adbe11af143405879ba8aef3339f6bf	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3add20a374c155e52606ccfdc78f6d4e	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3adec49695c6daa3e010e957044ded60	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
3afc8abf9eb9aa9963a4829abd682f4c	k__Metazoa;p__Arthropoda;c__Insecta	0.95
3b02c895e203fd39fe39a4077b9ee8b0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3b3251914d58a6375dd2eee624efdd75	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3b53f37a68e73222751eafd4feea2ac0	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3b77dfe0000aa27b8caba3d049e9b7fe	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3b7ab0d9bb451e4632ff3d6f3a79ecb1	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
3b84f66f0a948be63825b414267bcb86	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3b8949d2f7ac768ed8fe90ff6557630d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3b8bc935e22b074e32f21c19f16dac1a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3b8d7ed9b3fe8d8c68585993d28ec323	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
3b8e8d3b37680bb96cdf9745d7b9e29f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3b91362df38db9c232b5930582e03805	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3bc537ff3fba34963a7a604cce7a4d4a	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3bc6e734c62ef180d9e13a1f2ee88afe	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
3bd84d2ee00885d352b72b483edee579	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.786
3be4de975470d5d554dfb57c5aa3ba65	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3bec635523e61b9d0a34a73756492091	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3bf513623d52b75ffc3e14aad324d926	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3c224874de641bef7b3f967b5c981b44	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
3c252993fc0567bf3ef840850284cd83	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
3c3444466923790ed08bf15ec314d5a6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0.55
3c3475ab1f9beca8897259a031bd0d30	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
3c360af8c0dd09bc13119ee8362fe0db	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
3c3926da1b284c95962ebca08b9f912c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3c846930da42b6017f64f1f63c7c57e6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3c85e998ed98543335a1f118d3a962d3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3c8d9e2d409ef69c52bcfb6ba4f227c0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.706
3c8ec4cbced05b4c516c3b32082def5e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3cbbd8b973f50e9249a5b812394071fc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
3ccffd03fc8a411502cd385f02dd425b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3cd1636b62bad014452d1c5d56689f99	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
3cd72d21c057213405ec04464726bc5f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3cec8482272c159aa5039f4a0d99a9ba	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3d139f97302a3201fb3b8ee591769b73	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3d212e855ddc0ca20da23dc3385c90cc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
3d2a3b588fed64b1144a49c377cc4048	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3d43baad4938f218dc480871a3ad1c48	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3d50a59e6d4e99747f99e270759749f2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
3d5931b7606c72ad67d193e85f22f485	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3d5c48d4b8a30d27ace750cb1f3cc343	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3d5e75620e591176e8e43e1ea4393079	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3d6c99032e3eb201809a0947f0fe6c18	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio	0.55
3d7e9201ce8999a1727577e5230dcabf	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
3db2dae0d9dc37f480be6684aa4321f2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3db628460642b83b752499284b8a2973	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3dd0461a4aab0b2c3372e21a986e9706	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3dec9407d59bc30a7610041554f931bb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
3df492a6c77cc0fb41e9a85a3d7f3d85	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
3e0566710c3ccd8983b5ce9d8cc6cb1e	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3e0c3ed654cd85853b2489be00818d41	k__Metazoa;p__Arthropoda;c__Insecta	1.0
3e17f2d9555e000031be70397d87d099	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3e25e39e1020eae5070e07856b0e3eb0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Tuta;s__absoluta	1.0
3e3011be10684450d0ff4f651b4075c6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3e3db79202c98fa0baf425b32adb804e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3e41fe6b407ddb67c45ca30c9f6bb606	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3e63d10bcf59a8e70ae768857de6d2e4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
3e6b61ebc7d1a247a4aa721a7b53432a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3e6ee0e78da5e81915da383c687f4f57	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3e72d276c18e721b92ead3781f19d999	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3ea53da58ce9e0b530ebc5f0e90d8195	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
3ed27c26c01365a4d8c20a2498ce8f76	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3ef2575c8cd104930d500d11c8cbf05c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
3ef7d25eb0cb1d5688abcd5c0ab33ba7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
3efa6f66f206ebd2c03a65e0a720d049	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
3efaaac92e444bbd0f4031be2a433a9a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
3f255230ef6b28029171d10c6c7dc4e4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3f26a878bb95fdb6150b220861fcb789	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0.6
3f339c526233a284494c51de8099b5f5	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
3f36cab1527d052b73a241f29c0865f3	k__Metazoa;p__Arthropoda	1.0
3f3a7f3a4c735b941816fd490ca71906	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
3f457d4c1d531500cdfa201a4be0237c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
3f644f8fdf3ce9658e41c54505c86cfe	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3f6dc88461711be77ecf3bbef04390d9	k__Metazoa;p__Arthropoda;c__Insecta	0.95
3f70643a1e58a0044870e34468d098cd	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
3f7a2e4026f2c66bcca010a73da0a918	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
3fb44928b817cb7af41de8c89075025a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
3fdcc5af6c959f1f494ae739de2bb661	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
3fe09c1bb4d334b90f4c4c5004930719	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
401f02a1d3ef3b18eb2d9880a776df6b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
4040aad5aa983aac7fe2edd1579cba9b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
405e1651fd659c7489000bd624597268	k__Metazoa;p__Arthropoda;c__Insecta	1.0
40651d9b7bbbf01f39ec63461df38579	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
407e4d5e1db3d8d74b3e69e0760d12bf	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
40832741565a59cbb3863c511d3420a1	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
4095042242dcf86515329f6f7e63d983	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
40d116658ea017206b9ed50136153069	k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera	0.55
40ed894c132442509d61d51f8e72a5bc	k__Metazoa;p__Arthropoda;c__Insecta	1.0
40eef0058de03270d0cc5ab8dea64d51	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
40ef53427722a505772c8114de5660a3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
40f36d1aba1a18aa93f4958cc7ad0e37	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
40f946030e9891027f20dc15f5c62f32	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
41074076b962ee4f21bb5509780658fa	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
41175ed1fc03f5a8bfbe54ad09de5379	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
411d76073034cd29e38929df56a50507	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
4126cde985b16c11e7d3c58adfc698fc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
413056d651c4bf914288d5651146b190	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
41551a308612ae251bc58a5a3f8dffa2	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.6
4155c3ffc24bc8744f9133f1e896e63c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
4165f3508b38a9d81751e25a04b3661c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
416e9f81f1710c85f9aa159427018222	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
417581fd80b6b04e69bacd77c20499e9	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
418ad5fcd4e9e481061c26976137ec73	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
4193a2242040a8b2710dfe30ce1cf441	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
419f7a3d9fad05c89a017cf2f45da6b3	k__Metazoa;p__Arthropoda;c__Insecta	1.0
41a24a7938783145d18a65d620022729	k__Metazoa;p__Arthropoda;c__Insecta	1.0
41aaa5486f69487f8458d9e9cea32d73	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
41b8141b3fc662d665390594e25f6092	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0.65
41ce3cbe3de0958132b276e3bc4c04ef	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
41cfa947b877f8fc7acb9f51414ffe94	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
41da27b1fd703373caedec51297bfafe	k__Metazoa;p__Arthropoda;c__Insecta	1.0
41db1bff3ff9d7d1a0fc7918c447eb7e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
41dd894e00282d84798d0304f800727e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
41e065c94f2c33847e820474ed7adbd5	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
41f0676714257485fdc4d9af941c9fc6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
41f3133b0400de133ff3ef69c467ab9e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
4206683a09971c421f2e3fdfe82a3ace	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
420818fa88ece045ad1b074641dce4e6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
42254e24b7b322171b6c5b96e993a038	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
42313f78ee78a53f7145431d775451b4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
423b360cd88bf47dbfda2035c53dc7fa	k__Metazoa;p__Arthropoda;c__Insecta	1.0
424adcea91d3322dee6e3aa213fe4902	k__Metazoa;p__Arthropoda;c__Insecta	0.95
4270e1c674f471c4515e9ff6ddd69f93	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
4276025819e15665d8040772a3816d30	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
42788a94f01f7365d6f6172b4185d2f0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
427bd45eb7c6c28a13de77b0bed23f9d	k__Metazoa;p__Arthropoda;c__Insecta	0.95
42942d864e0c4b25f93c3a88d7a13203	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
42b63310d29799fa3457de9c454883f6	k__Metazoa;p__Arthropoda;c__Insecta	1.0
42c35c152bdbc3c22c875e416dbceac3	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
42c3b148af616be162ccd99773303357	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
42c9720fe58b5ebdd7442b734c5c07f7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
42d1728737bbd925f4df68703817c66f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
42dd0f4adaa23f651d532b18bc9ab60e	k__Metazoa;p__Arthropoda;c__Insecta	1.0
4318a4fb1d37a06f3e1fb9c9521a4782	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
431e8e16ebae7dbc14af43e2db5af00f	k__Metazoa;p__Arthropoda;c__Insecta	1.0
43275e6756109b54caf4166ca8afbd6d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
432cdadde6f37e8e9a311d8b5212b8cc	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.65
434937108ce6671cdae6f3f16284de87	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
4355c23239c39cd837b86fd467892e09	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera	0.8
436de387d405e88929b3d0f206cb0f35	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
43816b440ce253f2322079d3e7db03bb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
4386df1239eed5b22c43d9618681b6b7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
438a813a5a20112c27f39bd0bf761f4c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
43c54ebedbef1b7e9535ffd79c38e40d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
43d870edcd7969977047d9ea11b25dbb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
43e968b9601f85449f495f1baf9ddf87	k__Metazoa;p__Arthropoda;c__Insecta	0.8
440077b7995ae08afd3d34ec3966d69d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
44065caba3a0ac4432cd11f7f0d3fb1d	k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Agaonidae;g__Ceratosolen;s__jucundus	0.538
440d7bb9da2e5fedee1ed582dc92762c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
4419066b7b589da9207f77cba094888b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
442024d389221957ca2c3fd59835fae9	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
4424d35af86d2cd6d39b3b1c31d49b53	k__Metazoa;p__Arthropoda;c__Insecta	0.8
443190eb8f8dba75ebc84ef7cd65bddb	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
4454469a118e7f41ac8f8f25f834fead	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
446c074c2e20390ca1d7bf8f244cbba4	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
446e35dec302f18d459aca39d1c6135b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
4476a3a3dc72900d73882042093a3fb7	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
4478492dea6465bed63291065d0aee02	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.538
448384d436b027a1e238e5df0784512d	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
44981ca833a0a52943b63714a31ba49e	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
449f64101d0c24751eee9bd75ffde491	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
44b79eaa229a33a94847769c9af3f442	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
44cf65bce7443a3357f7db499e23e9cb	k__Metazoa;p__Arthropoda;c__Insecta	1.0
44d8e1d38bd905d312e89f273dec8ae8	k__Metazoa;p__Arthropoda;c__Insecta	1.0
44da8d7cabac1a7ce5e4c339fa8132f1	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.55
44db2d4f84250b413ec92dea8e3bcf9b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
44dcab35efda15684ac7276759c9368f	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.8
44de62770afeefb647a9076076026340	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
44e10053f22eb91033b55018c468e21a	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
44f31b61d6553f2b93db739db66ff86f	k__Metazoa;p__Arthropoda	1.0
44f4258d108d6ad50df289ad8abaa743	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio	0.55
451986f55181227634db0db88578567b	k__Metazoa;p__Arthropoda;c__Insecta	0.9
4529a4371533c674a99d06dadf998225	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
452a060c77be1f640acc3798f10b3780	k__Metazoa;p__Arthropoda;c__Insecta	1.0
454a2258a26a10eb6adebbb1fb5b3da0	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.75
45646cb94de993048e83ddde039ecb02	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.6
4570d78068bb05bc278392f10a190021	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	0.55
45711d25cbe7a35c6eb424cdfa00f039	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
459da925fb27e1c4cbeebd4b486e13f5	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
45b060a974aa4ccba6a55641bf21fc4c	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.9
45c3d62aa0bc56bb0dc62ef75ca13832	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
45c60f5649f2a115d439beb826f0eaa6	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.95
45c64797ad2df3c6758c67e4ba568c2f	k__Metazoa;p__Arthropoda;c__Insecta	1.0
45c77228f2efc73c3d9dfa301dcf9d1b	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.85
45ef6f3064b1979379a7fa3c40640dd4	k__Metazoa;p__Arthropoda;c__Insecta	1.0
461b056091d84e3e391002b7567d6b97	k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera	0.7
462aefc625e5128bfad9227007a2f32d	k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera	0.75
