"metric";"network";"value";"zscore"
"weighted NODF";"Ayos";1,10006350315758;-11,4669981260449
"weighted NODF";"Bokito";10,5478314872146;-4,01644728908766
"weighted NODF";"Konye";2,62728778614344;-10,2408432187649
"Modularity";"Ayos";0,688490752502032;2,9917367495189
"Modularity";"Bokito";0,501325025477206;7,00321043122143
"Modularity";"Konye";0,672512638628498;5,42623698575909
