#OTUID;100;101;102;103;105;106;107;10;111;112;114;118;120;121;122;123;124;125;127;128;129;130;131;132;133;134;137;138;139;140;141;142;143;145;146;147;148;149;14;150;151;153;154;158;15;163;164;166;168;169;16;170;171;173;174;175;176;177;178;17;180;183;184;185;187;188;189;18;190;191;192;196;197;198;19;200;205;207;209;20;213;214;215;217;218;219;21;220;224;225;226;227;228;229;22;230;234;235;237;238;239;23;241;245;246;24;250;251;252;254;258;259;25;267;26;271;275;276;277;278;279;27;280;282;283;284;286;287;288;289;28;290;291;29;308;309;30;310;311;312;313;314;315;316;317;318;319;31;320;321;322;323;324;325;326;327;328;329;32;330;331;332;333;335;336;337;338;339;33;340;341;342;343;345;346;34;35;37;38;39;40;42;43;44;45;46;48;4;52;53;54;55;57;58;59;60;62;63;66;67;6;70;71;72;73;74;75;76;78;79;7;80;82;84;85;87;88;89;8;90;92;93;95;96;ControlC1;ControlU1;ControlU2;kingdom;phylum;class;order;family;genus;species;confidence;;
4e5c9691312c8c2d4590a07eebff42c3;0;37;0;0;157;0;151;0;0;7267;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;20;0;45;14;0;45;0;0;29;0;7;0;0;0;2;0;0;6;0;0;0;9;0;0;0;7;0;0;0;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;307;0;0;0;0;0;0;0;0;0;29;563;0;0;0;0;104;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;699;0;14;0;2;0;0;0;0;29;0;0;0;7;0;4;0;0;0;0;0;0;0;0;0;86;0;38;0;0;18;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;83;0;59;0;0;2;0;69;0;0;0;0;0;0;177;0;16;22;0;0;0;63;339441;0;133;739;165;86;0;0;81;0;0;0;0;0;0;0.0;0.0;0.0;Animalia;Arthropoda;Insecta;Lepidoptera;Erebidae;NA;NA;0.729799011;;
21c5536c6ee06d76bd0f4a054aaa693d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;316;0;0;0;0;152;0;0;0;0;0;0;0;412;0;13;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;342350;0;0;0;0;14;0;33;0;0;228;0;0;13;62;250;0;0;0;0;0;0;38;0;0;0;0;0;0;8;347;205;0;0;0;837;0;52;153;281;0;57;511;12;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;177;3;0;0;0;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201.0;34.0;0.0;Animalia;Arthropoda;Insecta;NA;NA;NA;NA;0.973659362;;
887ec14b345573016ffdcf5f305f2f52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;13;84;0;315076;289;18;954;14;9;0;0;0;21;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;15;0;0;0;389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;Animalia;Arthropoda;Insecta;Lepidoptera;Erebidae;Hydrillodes;Hydrillodessp.;0.859563468;;
ee8823265ef6ee3aa9ceb30e1d3cdfad;0;0;0;0;0;45;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;29;0;0;0;0;0;0;2;5;0;0;0;0;0;9;737;0;0;0;0;0;22;0;35;0;0;0;0;0;0;24;25;12;0;0;0;80;0;4;0;0;15;0;0;0;0;0;0;0;122396;159715;0;18;0;0;37;3;0;0;0;3;0;0;0;0;0;0;6;0;0;10;0;0;140;0;0;0;0;0;0;0;37;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;4;37;0;0;0;0;0;0;0;15;0;0;0;0;0;127.0;15.0;4.0;Animalia;Arthropoda;Insecta;Lepidoptera;NA;NA;NA;0.787090403;;
14286830757b4e8a3f9a78a3fdf351a8;0;2;0;0;0;0;0;127;0;0;0;0;0;0;0;5;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;259073;0;12;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;10;0;0;339;0;208;0;0;0;0;0;0;0;17;0;0;0;118;0;24;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;8;48;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;183;0;0;0;0;0;0;0;114;0;103;0;0;106;191;0;0;0;0;0;78;0;0;0;0;0;0;388;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;Animalia;Arthropoda;Insecta;Lepidoptera;Erebidae;NA;NA;0.807007103;;
f3e745176f6615f9ba1779b0a9edee3f;2091;0;528;187;1017;0;19041;0;5;0;20;0;0;0;669;0;0;0;40089;0;0;0;0;1728;0;0;0;0;0;84;0;0;8;46;0;0;0;0;0;0;9;0;0;0;10275;64;413;6426;0;0;0;270;10;0;0;0;0;128;0;16;0;0;0;0;0;3205;0;0;0;0;9;839;0;0;0;0;0;0;0;0;0;258;0;26;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;240;0;0;0;0;1954;0;173;0;0;0;0;0;96100;25;0;250;0;0;0;26;0;75;0;0;917;0;757;0;70;27;199;56;359;93;61;0;30;5;0;0;12;0;72;53;88;0;0;18;483;0;65;68;13;0;0;163;0;11;0;115;23;0;0;0;0;0;59;43;20;0;0;25;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;74;0;26;0;0;0;0;0;0;26;0;0;0;0;33;0;0;0;0;0;0;0;80;24;0;0;0;8;0;0;26223;46;0;0;0;0;4;0.0;68.0;0.0;Animalia;Arthropoda;Insecta;Lepidoptera;NA;NA;NA;0.717749055;;
b55766c4bbadcfb373e51d0507556199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4137;0;0;0;8475;0;0;0;0;0;0;0;0;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;15;42;12;0;0;0;0;0;0;84;13;43;0;0;0;0;0;0;0;79896;0;0;44;0;0;0;0;0;0;0;0;0;32;58;0;123;0;0;0;0;0;0;0;0;0;0;16;20;73;9;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57453;18;0;0;25;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0.0;0.0;0.0;Animalia;Arthropoda;Insecta;NA;NA;NA;NA;0.97523322;;
a9bcfeceb593a1e953ea16ac531e5699;0;0;0;0;0;0;0;0;0;639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;4;210;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;115;0;0;0;0;61;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;28;58;0;0;0;126370;0;0;0;0;5;0;0;0;0;81;0;0;0;31;96;9;0;0;0;0;0;0;0;0;0;0;0;0;8;116;76;0;0;0;269;0;11;73;105;0;69;195;5;8;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;62.0;0.0;0.0;Animalia;Arthropoda;Insecta;Lepidoptera;NA;NA;NA;0.776567575;;
4d1ecff709f62cb8211f934e9128e0ae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;258;0;0;122499;27;0;0;0;9;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;44;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;10;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0.0;0.0;0.0;Animalia;Arthropoda;Insecta;Lepidoptera;Erebidae;Hydrillodes;Hydrillodessp.;0.855311373;;
378927916f329be7e928720030a7ec20;0;0;0;0;0;0;0;345;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;462;0;0;0;4;0;0;0;0;0;0;146;0;16;0;0;0;0;0;0;0;0;0;0;6;0;22;0;29;0;146;0;0;47434;0;0;0;16;0;0;4;0;0;0;0;1898;0;0;0;0;0;0;0;0;0;1524;0;37;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;349;67;214;1636;89;0;22;47;0;80;44;31;159;0;201;535;1122;119;0;0;80;0;915;73;0;0;0;1031;41;33;0;0;0;0;0;7;161;60;588;37;0;0;0;0;0;0;27;0;0;150;0;0;137;16;0;0;105;20;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;41937;0;0;9;0;0;0;0;187;0;0;0;0;0;0;0;0;0;0;0;0.0;52.0;0.0;Animalia;Arthropoda;Insecta;Lepidoptera;Erebidae;Hydrillodes;Hydrillodessp.;0.744769984;;
